DATE,SPASTT01TRM657N
2017-04-01,1.59821925431273
2017-05-01,4.94270753456172
2017-06-01,3.47710808158834
2017-07-01,5.59473009916372
2017-08-01,3.62837353713876
2017-09-01,-1.78385404662912
2017-10-01,-0.35480298109596
2017-11-01,1.5891107761869
2017-12-01,1.5123276493551
2018-01-01,6.62324850654926
2018-02-01,-0.41120886840458
2018-03-01,0.369035432562843
2018-04-01,-5.00694218275939
2018-05-01,-7.45876790934352
2018-06-01,-6.58971034133121
2018-07-01,-1.23369168145287
2018-08-01,-1.93177495033183
2018-09-01,2.88900862068966
2018-10-01,-0.375991034865577
2018-11-01,-1.55905048253821
2018-12-01,-1.91907218146287
2019-01-01,4.24206789921824
2019-02-01,7.54977125070506
2019-03-01,-1.98123652467806
2019-04-01,-4.76388641182649
2019-05-01,-7.82579745729207
2019-06-01,5.1063253420019
2019-07-01,7.73303264604811
2019-08-01,-2.63553991686688
2019-09-01,3.78799512679546
2019-10-01,-2.0004537518372
2019-11-01,5.15052994997434
2019-12-01,5.95217582754197
2020-01-01,7.43106501391348
2020-02-01,-0.821636713789542
2020-03-01,-19.1864803446054
2020-04-01,1.09647972299461
2020-05-01,4.96004151530875
2020-06-01,10.3620128746453
2020-07-01,4.94767400186366
2020-08-01,-6.44326816357893
2020-09-01,0.741903397424807
2020-10-01,5.68045943693612
2020-11-01,8.32883334619042
2020-12-01,9.93242815546271
2021-01-01,9.83467326917956
2021-02-01,0.174310784333012
2021-03-01,-2.38573400406891
2021-04-01,-6.66331590939552
